,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
1290,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,"Meh, table wine",white
198,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,"Meh, table wine",red
211,8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,"Meh, table wine",red
228,6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,"Meh, table wine",red
229,5.6,0.31,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2,"Meh, table wine",red
230,8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,"Meh, table wine",red
261,6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,"Meh, table wine",red
260,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,"Meh, table wine",red
259,8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,"Meh, table wine",red
258,7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,"Meh, table wine",red
257,7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,"Meh, table wine",red
256,9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,"Meh, table wine",red
255,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,"Meh, table wine",red
254,6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,"Meh, table wine",red
253,7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,"Meh, table wine",red
252,7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,"Meh, table wine",red
251,7.8,0.43,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4,"Meh, table wine",red
250,6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,"Meh, table wine",red
249,6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,"Meh, table wine",red
248,8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,"Meh, table wine",red
247,8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,"Meh, table wine",red
246,9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,"Meh, table wine",red
245,7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,"Meh, table wine",red
231,8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,"Meh, table wine",red
232,7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,"Meh, table wine",red
233,10.2,0.42,0.57,3.4,0.07,4,10,0.9971,3.04,0.63,9.6,"Meh, table wine",red
234,7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,"Meh, table wine",red
235,7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10,"Meh, table wine",red
236,8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,"Meh, table wine",red
330,6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,"Meh, table wine",red
237,7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,"Meh, table wine",red
239,7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,"Meh, table wine",red
240,7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,"Meh, table wine",red
241,7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6,"Meh, table wine",red
242,6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,"Meh, table wine",red
243,9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,"Meh, table wine",red
244,7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5,"Meh, table wine",red
238,7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,"Meh, table wine",red
741,7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,"Meh, table wine",red
331,7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,"Meh, table wine",red
333,7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,"Meh, table wine",red
433,10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,"Meh, table wine",red
432,10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,"Meh, table wine",red
431,10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,"Meh, table wine",red
430,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,"Meh, table wine",red
429,9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,"Meh, table wine",red
428,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,"Meh, table wine",red
427,9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,"Meh, table wine",red
426,13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,"Meh, table wine",red
425,8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,"Meh, table wine",red
424,10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,"Meh, table wine",red
423,8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,"Meh, table wine",red
422,11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,"Meh, table wine",red
421,8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,"Meh, table wine",red
420,9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,"Meh, table wine",red
434,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,"Meh, table wine",red
419,8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,"Meh, table wine",red
417,9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,"Meh, table wine",red
416,12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,"Meh, table wine",red
415,7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,"Meh, table wine",red
414,12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,"Meh, table wine",red
413,12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,"Meh, table wine",red
412,7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,"Meh, table wine",red
411,9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,"Meh, table wine",red
410,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,"Meh, table wine",red
409,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,"Meh, table wine",red
408,6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,"Meh, table wine",red
407,7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,"Meh, table wine",red
406,8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,"Meh, table wine",red
405,8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,"Meh, table wine",red
404,7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,"Meh, table wine",red
418,7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,"Meh, table wine",red
403,9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,"Meh, table wine",red
435,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,"Meh, table wine",red
437,12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,"Meh, table wine",red
467,11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,"Meh, table wine",red
466,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,"Meh, table wine",red
465,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,"Meh, table wine",red
464,8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,"Meh, table wine",red
463,8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,"Meh, table wine",red
462,10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,"Meh, table wine",red
461,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,"Meh, table wine",red
460,9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,"Meh, table wine",red
459,9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,"Meh, table wine",red
458,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,"Meh, table wine",red
457,15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,"Meh, table wine",red
456,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,"Meh, table wine",red
455,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,"Meh, table wine",red
454,5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,"Meh, table wine",red
436,7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,"Meh, table wine",red
453,9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,"Meh, table wine",red
451,9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,"Meh, table wine",red
450,11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,"Meh, table wine",red
449,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,"Meh, table wine",red
448,11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,"Meh, table wine",red
447,11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,"Meh, table wine",red
446,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,"Meh, table wine",red
445,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,"Meh, table wine",red
444,10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,"Meh, table wine",red
443,9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,"Meh, table wine",red
442,9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,"Meh, table wine",red
441,8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,"Meh, table wine",red
440,7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,"Meh, table wine",red
439,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,"Meh, table wine",red
438,8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,"Meh, table wine",red
452,9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,"Meh, table wine",red
402,7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,"Meh, table wine",red
401,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,"Meh, table wine",red
400,8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,"Meh, table wine",red
363,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,"Meh, table wine",red
362,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,"Meh, table wine",red
361,7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,"Meh, table wine",red
360,7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,"Meh, table wine",red
359,8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,"Meh, table wine",red
358,10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,"Meh, table wine",red
357,12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,"Meh, table wine",red
356,7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,"Meh, table wine",red
355,8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,"Meh, table wine",red
354,7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,"Meh, table wine",red
353,7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,"Meh, table wine",red
352,6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,"Meh, table wine",red
351,9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,"Meh, table wine",red
350,8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,"Meh, table wine",red
364,11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,"Meh, table wine",red
349,7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,"Meh, table wine",red
347,8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,"Meh, table wine",red
346,7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,"Meh, table wine",red
345,8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,"Meh, table wine",red
344,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,"Meh, table wine",red
343,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,"Meh, table wine",red
342,9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,"Meh, table wine",red
341,6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,"Meh, table wine",red
340,7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,"Meh, table wine",red
339,7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,"Meh, table wine",red
338,7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,"Meh, table wine",red
337,8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,"Meh, table wine",red
336,8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,"Meh, table wine",red
335,7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,"Meh, table wine",red
334,8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,"Meh, table wine",red
348,11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,"Meh, table wine",red
365,11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,"Meh, table wine",red
366,10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,"Meh, table wine",red
367,10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,"Meh, table wine",red
399,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,"Meh, table wine",red
398,12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,"Meh, table wine",red
397,8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,"Meh, table wine",red
396,9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,"Meh, table wine",red
395,7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,"Meh, table wine",red
394,7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,"Meh, table wine",red
393,6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,"Meh, table wine",red
392,10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,"Meh, table wine",red
390,12.5,0.46,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2,"Meh, table wine",red
389,11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,"Meh, table wine",red
388,8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,"Meh, table wine",red
387,11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,"Meh, table wine",red
386,13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13,"Meh, table wine",red
385,7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,"Meh, table wine",red
384,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,"Meh, table wine",red
383,7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,"Meh, table wine",red
382,8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,"Meh, table wine",red
368,7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,"Meh, table wine",red
369,7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,"Meh, table wine",red
370,6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,"Meh, table wine",red
371,8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,"Meh, table wine",red
372,7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,"Meh, table wine",red
373,8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,"Meh, table wine",red
332,7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,"Meh, table wine",red
374,7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,"Meh, table wine",red
376,7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,"Meh, table wine",red
377,9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,"Meh, table wine",red
378,9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,"Meh, table wine",red
379,7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,"Meh, table wine",red
380,10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,"Meh, table wine",red
381,10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,"Meh, table wine",red
375,8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,"Meh, table wine",red
742,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,"Meh, table wine",red
391,10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,"Meh, table wine",red
744,8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,"Meh, table wine",red
1117,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,"Meh, table wine",white
1116,6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10,"Meh, table wine",white
1115,6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,"Meh, table wine",white
1114,6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,"Meh, table wine",white
1113,6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,"Meh, table wine",white
1112,8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,"Meh, table wine",white
1111,8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,"Meh, table wine",white
1110,7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,"Meh, table wine",white
1109,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,"Meh, table wine",white
1108,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,"Meh, table wine",white
1107,6.3,0.34,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5,"Meh, table wine",white
1106,5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,"Meh, table wine",white
1105,6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,"Meh, table wine",white
1104,6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,"Meh, table wine",white
1118,6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9,"Meh, table wine",white
1103,8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,"Meh, table wine",white
1101,6.8,0.34,0.69,1.3,0.058,12,171,0.9931,3.06,0.47,9.7,"Meh, table wine",white
1100,6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,"Meh, table wine",white
1099,6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,"Meh, table wine",white
1098,6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,"Meh, table wine",white
1097,7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,"Meh, table wine",white
1096,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,"Meh, table wine",white
1095,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,"Meh, table wine",white
1094,6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,"Meh, table wine",white
1093,7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,"Meh, table wine",white
1092,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,"Meh, table wine",white
1091,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,"Meh, table wine",white
1090,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,"Meh, table wine",white
1089,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,"Meh, table wine",white
1088,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,"Meh, table wine",white
1102,6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,"Meh, table wine",white
1087,5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,"Meh, table wine",white
1119,6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,"Meh, table wine",white
1121,7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4,"Meh, table wine",white
1151,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,"Meh, table wine",white
1150,9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,"Meh, table wine",white
1149,6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,"Meh, table wine",white
1148,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,"Meh, table wine",white
1147,6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,"Meh, table wine",white
1146,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,"Meh, table wine",white
1145,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,"Meh, table wine",white
1144,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,"Meh, table wine",white
1143,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,"Meh, table wine",white
1142,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,"Meh, table wine",white
1141,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,"Meh, table wine",white
1140,6.4,0.31,0.26,13.2,0.046,57,205,0.9975,3.17,0.41,9.6,"Meh, table wine",white
1139,6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,"Meh, table wine",white
1138,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,"Meh, table wine",white
1120,6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,"Meh, table wine",white
1137,7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,"Meh, table wine",white
1135,6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10,"Meh, table wine",white
1134,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,"Meh, table wine",white
1133,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,"Meh, table wine",white
1132,6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,"Meh, table wine",white
1131,6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,"Meh, table wine",white
1130,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,"Meh, table wine",white
1129,5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,"Meh, table wine",white
1128,5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,"Meh, table wine",white
1127,7.4,0.38,0.27,7.5,0.041,24,160,0.99535,3.17,0.43,10,"Meh, table wine",white
1126,5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,"Meh, table wine",white
1125,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,"Meh, table wine",white
1124,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,"Meh, table wine",white
1123,6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,"Meh, table wine",white
1122,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,"Meh, table wine",white
1136,7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,"Meh, table wine",white
1086,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,"Meh, table wine",white
1085,6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,"Meh, table wine",white
1084,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,"Meh, table wine",white
1048,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,"Meh, table wine",white
1047,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,"Meh, table wine",white
1046,7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,"Meh, table wine",white
1045,6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,"Meh, table wine",white
1044,7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,"Meh, table wine",white
1043,6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,"Meh, table wine",white
1042,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,"Meh, table wine",white
1041,6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,"Meh, table wine",white
1040,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,"Meh, table wine",white
1039,5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,"Meh, table wine",white
1038,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,"Meh, table wine",white
1037,7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,"Meh, table wine",white
1036,6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,"Meh, table wine",white
1035,7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,"Meh, table wine",white
